Label,Keywords
ham,"['5 minuts latr wid', 'happy b day boss', 'parents forgot n', 'b day', 'sad story', 'last week', 'felt special', 'u mind', 'sexy mood', 'friends n', 'nt wish', 'pa said', '4 lunch', 'n', 'parents', 'wish', 'lunch', 'said', 'man', 'wife', 'kids', 'went', 'work', 'even', 'colleagues', 'entered', 'cabin', 'askd', 'invited', 'apartment', 'go', 'bedroom', 'minute', 'ok', 'sed', 'came', 'cake', 'kidz', 'screaming', 'surprise', 'waiting', 'sofa', 'naked']"
spam,"['po box 1327 croydon cr9 5wb 0870', '20p per min ntt ltd', 'reality fantasy show call', 'national rate call', 'chance', '08707509020']"
ham,"['happy new year oh', 'fine', 'good', 'hear', 'dear']"
ham,"['wipro interview today', 'going']"
ham,"['tall', 'princess']"
ham,"['could handle 5 times per night', 'doubt', 'case']"
ham,"['hope ì_', 'receipt sound', 'gd luck', 'haha', 'hear']"
ham,"['robs fault', 'gonna leave', 'gonna', 'death', 'note', 'says', 'avenge']"
ham,"['finally kerala version', 'indian version', 'japanese proverb', 'u must', 'u', 'one', 'none', 'let', 'leave', 'stop', 'make', 'strike']"
ham,"['thgt u workin', 'free oso', 'ur fren', 'workin', 'today', 'gee', 'shop']"
ham,"['face choices', 'air u', 'life', 'toss', 'coin', 'becoz', 'settle', 'question', 'know', 'heart', 'hoping', 'gudni8']"
ham,"['god created gap', 'comes amp fills', 'know', 'fingers', 'one', 'made', 'gaps', 'holding', 'hand', 'love']"
ham,"['want', 'kiss', 'feel', 'next']"
ham,"['happy', 'saying']"
spam,"['adult 18 content', 'video', 'shortly']"
ham,"['would b lovely', 'u r sure', 'wot u want', 'u', 'wot', 'ok', 'think', 'drinkin', 'dancin', 'eatin', 'cinema']"
ham,"['explicitly told nora', 'know someone', 'gonna bother', 'saying', 'probably']"
ham,"['says hi', 'ass back', 'south tampa', 'get', 'preferably', 'kegger']"
ham,"['smith waste da', 'wanna gayle']"
ham,"['many many messages since', 'actually getting', 'mum', 'sent', 'got', 'want', 'know', 'enjoy', 'rest', 'day']"
ham,"['tomorrow around lt gt', 'aight']"
ham,"['lt gt th january', 'including post office', 'public holiday', 'house', 'maid', 'murderer', 'coz', 'man', 'murdered', 'govt', 'instituitions', 'closed', 'understand']"
spam,"['po box 1327 croydon cr9 5wb 0870', '20p per min ntt ltd', 'reality fantasy show call', 'national rate call', 'chance', '08707509020']"
ham,"['first time', 'actually', 'went', 'bed', 'long', 'spoke', 'woke', '7', 'night']"
ham,['see']
ham,"['dont understand', 'message']"
ham,"['crucify', 'c', 'told', 'earlier']"
ham,"['keep butting heads', 'keep saying', 'freedom vs', 'barely keeping', 'gets added', 'idk', 'since', 'moved', 'responsibility', 'tired', 'much', 'shit', 'deal', 'together']"
ham,"['fuck cedar key', 'anyway tho', 'fuck', 'come']"
ham,"['twenty past five', 'durham already', 'reserved seat', 'said', 'train', 'coz']"
spam,"['want hot xxx pics sent direct 2 ur phone', 'stop text stopbcm sf wc1n3xx', '50p per day', 'hey boys', 'txt porn', '24hrs free', '69855']"
ham,['u still painting ur wall']
spam,"['claim ur å 150 worth', 'discount vouchers today', 'cs savamob pobox84', 'å 3', 'last chance', 'text shop', 'offers mobile', '00 sub', 'savamob', '85023', 'm263uz', '16']"
ham,"['mean groovy', 'printer', 'cool', 'wine', 'groovying']"
ham,"['hi harish', 'ur acnt', 'rent', 'transfred']"
ham,"['anything lor', 'coming']"
ham,"['really good nowadays', 'shaping good', 'cbe', 'lot', 'shop', 'showrooms', 'city']"
ham,['ìï still attending da talks']
ham,"['probs hon', 'u doinat', 'mo']"
ham,"['take care', 'k']"
ham,"['phone callon friday', 'take', 'assume', 'year']"
ham,"['low babe', 'battery']"
ham,"['bought ron', 'swatch watch', 'shuhui', 'present']"
ham,"['bit left', 'yeah', 'quite', 'swing', 'tomorrow', 'get']"
ham,"['said 2 hours', 'almost 4', 'babe', 'internet']"
ham,"['k', 'sure', 'get', 'noon', 'see']"
ham,"['k', 'yesterday', 'cbe']"
ham,"['ganesh dress shop', 'went']"
spam,"['sonyericsson nokia bluetooth free', 'double mins', '1000 txts', 'orange tariffs', 'latest motorola', 'call mobileupd8', 'pdate_now', '08000839402', 'call2optout', 'yhl']"
ham,"['ìï collecting ur laptop', 'configure da settings izzit', 'going']"
ham,"['within 5 min', 'r', 'home', 'come']"
ham,"['probably closer', 'two trips', 'aight', '8', 'latest', '7', 'jay', 'tyler']"
ham,"['come aftr lt decimal gt', 'cleaning', 'house']"
spam,"['08718720201 po box 114 14 tcr w1', 'currently 500 pounds', 'maximize ur cash', 'ur cash', 'send cash', '150p msg', 'balance', '86688', 'cc']"
ham,"['may still say orange', 'ûªm expecting one', 'orange', 'bill', 'letters', 'ûªt']"
ham,"['pain de', 'tell', 'pa']"
ham,"['10 man gang bang', 'want dirty anal sex', 'come cant wait', 'love fran ps', 'hi darlin', 'nice night', 'want', 'hope', 'wish', 'see']"
ham,"['know either', 'simple thing', 'ha', 'û', 'clever', 'pears', 'day', 'perfect', 'christmas']"
ham,"['gud mrng', 'helloooo', 'wake', 'sweet', 'morning', 'welcomes', 'enjoy', 'day', 'full', 'joy']"
ham,['alrite']
ham,"['sit around', 'summer days', 'magical sight', 'worlds dressed', 'oooooh let', 'must', 'wait', 'celebrate', 'white', 'snow']"
spam,"['å 2000 prize guaranteed', 'mobile number', 'call 09058094454', 'land line', 'claim 3030', 'valid 12hrs', 'urgent', 'awarded']"
ham,"['guys go', 'see movies', 'side']"
ham,"['call later', 'sorry', 'meeting']"
ham,"['tell', 'thinking', 'plus', 'going', 'stop', 'runs']"
ham,"['lt decimal gt today', 'kindly send', 'one', 'flat']"
spam,"['54 weeks pls resubmit request', 'reply themob help 4', 'mob offer package', 'unsubscribe yet', 'min term', 'sorry', 'u', 'expiry', 'info']"
ham,"['dun u go home early 2 sleep today', 'nothing lor', 'bit bored']"
ham,"['time', 'tell', 'friend', 'around']"
ham,"['yes', 'fine', 'love', 'safe']"
ham,"['thanks chikku', 'gud nyt']"
ham,"['ur car', 'u picking', 'xy']"
ham,"['time weåõve spent 2geva', 'thanx 4', 'bin mint', 'ur', 'baby', 'want', 'u', 'xxxx']"
ham,"['could pick something', 'yo', 'way', 'tonight']"
ham,"['sent', 'send']"
ham,"['simply sitting', 'fine']"
ham,"['natural gift frm god', 'thts god', 'humans hav', 'gift', 'birds']"
ham,"['coming', 'day', 'class']"
ham,"['im done', 'studyn', 'library']"
ham,"['u enjoy ur shows', 'ok']"
ham,['anything']
ham,"['thought alone mite break', 'donåõt wanna go crazy', 'everyboy needs', 'lady xxxxxxxx', 'wuld', 'without', 'baby']"
ham,"['sleeping ah', 'wat', 'dear']"
ham,"['lt gt rd', 'hi test']"
ham,"['5 3 2 lt gt 9 2 4 lt gt 8 6 3 lt gt', '7 2 5', '2 students solved', 'u r brilliant', 'cat question', 'xam', 'tell', 'answer', '1thing', 'got', 'answr']"
ham,"['know anyone lt gt', 'otherwise able', 'buy liquor', 'guy flaked', '4 loko', 'yo', 'right', 'get', 'hold', 'somebody', 'night']"
ham,"['yup n', 'fren lor', 'fren', 'meeting', '730']"
ham,"['got one lined', 'yeah', 'us']"
ham,"['stop wondering wow', 'stop tm ing', 'ever going', 'tm', 'whenever', 'want', 'mine', 'laughs']"
ham,"['another icon sitting', 'lol yep', 'already got', 'yesterday', 'fireplace']"
ham,"['yoga lesson already', 'hey', 'booked', 'pilates', 'haha']"
ham,"['behave like', 'ok', 'happen']"
spam,"['1 new message', 'please call 08712400200']"
ham,"['supervisor find 4', 'tell u aft', 'one lor', 'havent ask', 'ask', 'thk', 'students', 'yet']"
ham,"['fifth week', 'yeah im', 'exeter still', 'hello', 'news', 'job', 'making', 'wait', 'woozles', 'weasels', 'home', '3']"
ham,"['message', 'responce', 'happend']"
spam,"['call 08718723815', 'message awaiting', 'message', 'currently', 'collection', 'collect']"
ham,"['cost lt gt bucks', 'second hand machines', 'get sooner', 'find someone', 'hey babe', 'babe', 'sorry', 'gary', 'come', 'fix', 'cause', 'thinks', 'knows', 'go', 'far', 'ptbo', 'says', 'know', 'might', 'cheaper', 'right', 'let', 'want']"
ham,"['4 fucks sake', 'make', '3', 'x']"
ham,"['leave', 'u', 'always', 'ignorant']"
ham,"['fri quite early lor cos mys sis got paper', 'b going 2 sch', 'da morn', 'nope']"
ham,['bruce b downs amp fletcher']
ham,"['said', 'would', 'woke']"
ham,"['hey', 'free', 'call']"
ham,"['tell', 'whos', 'pls']"
spam,"['final attempt 2 contact u', '500 bonus caller prize', '27 6 03', 'å 1', 'call 08714714011', 'urgent', 'mobile', 'awarded']"
ham,"['teaching til twelve', 'working thing', 'think', 'might', 'give', 'miss', 'lecture', 'two', 'damn']"
ham,"['like 1 bowls worth left', 'id', 'check']"
ham,"['many sweets', 'yes']"
ham,"['still cozy', 'last night', 'nobody went', 'would', 'exhausted', 'school', 'work', 'everything', 'closed']"
spam,"['50 per msg recd', 'cust care 07821230901', 'thinks u r', 'reply reveal stop', 'secret admirer', 'call 09065174042', 'u', 'reveal', 'special', 'opt', '1']"
ham,"['buzzzz', 'grins', 'buzz', 'ass', 'chest', 'cock', 'keep', 'phone', 'vibrator', 'feel', 'shake']"
ham,"['group mail check', 'sir send']"
ham,"['da intro covers energy trends n pros n cons', 'iter n jet got abt 7 n half pages', 'nuclear fusion n oso brief history', 'brief description']"
ham,"['nowhere ikno doesdiscount', 'none', 'shitinnit']"
ham,"['dont know', 'jabo', 'abi']"
spam,"['anyone going slower', 'everyone driving faster', 'ever notice', 'driving', 'idiot', 'maniac']"
ham,"['ya sapna aunty manege', 'chinnu full weak', 'swalpa black agidhane', 'day hogidhe', 'yet']"
ham,"['good', 'baby']"
ham,"['reference number lt gt', 'lt decimal gt', 'lt time gt', 'lt gt', 'neft transaction', 'beneficiary account', 'rs', 'credited']"
ham,"['mostly sports type', 'lyk footbl', 'crckt']"
ham,"['head dey swell oh', 'thanks', 'making', 'day']"
ham,"['fb list', 'u', 'make']"
ham,"['aeronautics professors wer calld amp', 'wer askd 2 sit', 'wer told dat', '1 didnt move', 'plane ws made', 'plane', 'made', 'height', 'confidence', 'aeroplane', 'aftr', 'sat', 'students', 'dey', 'hurried', 'bt', 'said']"
ham,"['need tim', 'sary', 'bollox', 'hurt', 'lot', 'tol']"
ham,['happy new year princess']
ham,"['text carlos', 'let', 'know', 'hang']"
ham,"['worry', 'easy', 'ingredients']"
ham,"['little pocy bell', 'love u 2', 'love u', 'sorry']"
ham,"['ok omw', 'castor']"
ham,"['u wan 2 go elsewhere', 'keep raining non stop', 'yar lor']"
spam,"['sonyericsson nokia free bluetooth', 'double mins 1000 txt', 'xmas offer', 'latest motorola', 'call mobileupd8', 'call2optout 4qf2', 'dvd', 'orange', '08000839402']"
ham,"['u mean u almost done', 'ard 4 smth lor', 'tot u going', 'done wif sleeping', 'take', 'nap', 'yup', 'send', 'liao', 'picking']"
ham,"['6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms', '1st ur lovely friendship', 'good morning dear', '7 wonders', 'world 7th']"
ham,"['tonight', 'yeah']"
ham,['eat fo lunch senor']
ham,"['right giggle', 'saw u', 'would possibly', 'first person2die', 'said', 'nvq', 'think', 'much', 'could']"
ham,"['break time one', 'stuff fr ì_', 'n get', 'come']"
spam,"['win å 100 weekly', 'tiger woods play', 'professional sport', 'send stop', 'end service', 'reply', '87239']"
ham,"['reboot ym', 'see', 'maybe', 'seen', 'buzz']"
ham,"['still', 'grinder']"
spam,"['1 polyphonic tone 4 ur mob every week', '16 reply hl 4info', 'tell ur friends', '1st tone free', '150p tone', 'txt pt2', 'get txtin', '87575']"
ham,"['could decide', 'life would', 'much simpler', 'less magical', 'love', 'decision', 'feeling']"
spam,"['po box 1327 croydon cr9 5wb 0870', '20p per min ntt ltd', 'hot live fantasies call', 'national rate call', '08707509020']"
ham,"['k', 'see']"
ham,"['list', 'buyers']"
ham,"['leave since', 'usual nobody', 'figuring shit', 'last second', 'idea', 'guess', 'work', 'hour', 'supposed', 'interest']"
ham,"['entirely sure', 'mm', 'understood', 'text', 'hey', 'ho', 'weekend']"
ham,"['bottom half naked instead', 'released vday shirts', 'u put', 'white underwear', 'makes']"
ham,"['watching film', 'know', 'computer']"
ham,['b4 thursday']
ham,"['phone phoned', 'oh', 'disconnected']"
ham,"['id onluy matters', 'getting', 'offcampus']"
spam,"['new improved sex dogging club', 'service reply stop', '150p 18', 'message', 'free', 'welcome', 'unsubscribe', 'msgs']"
ham,"['excellent', 'see', 'riley', 'plans']"
ham,"['see', 'half', 'hour']"
spam,"['collect call 09058099801 b4190604', 'euro2004 cup final', 'å 800 cash', 'pobox 7876150ppm', 'tkts']"
ham,"['ew', 'one']"
ham,['also hi wesley']
ham,"['know wot', 'finished making', 'ah', 'see', 'lingo', 'let', 'earth']"
spam,"['call free 0800 1956669', 'homeowners tenants welcome', 'purpose å 500', 'text back help', 'å 75', 'still help', 'previously refused', 'loan', '000']"
spam,"['12mths half price orange line rental', 'call mobileupd8', 'call2optout j5q', 'update_now', '400mins', '08000839402']"
ham,"['imagine life without', 'fast u', 'disturb u', 'see', 'searching', 'worry', 'l', 'always', 'goodnoon']"
ham,"['hm good morning', 'headache anyone']"
ham,"['last night', 'obviously catching', 'speak soon', 'yeah', 'probs']"
spam,"['50p per day txt stop 2exit', 'free unlimited hardcore porn direct 2', '69200 get free access', 'mobile txt porn', '24 hrs', 'free', 'chrgd', 'msg']"
ham,"['might go 2 sch', 'e salon', 'v boring', 'yar']"
ham,"['lt gt mins', 'stop somewhere first']"
ham,"['happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day', 'happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons', 'amp happy birthday 4 u', 'childrens day', 'happy friendship', 'lt gt', 'wish u', 'wishing u', 'fast approaching', 'evenings nights', 'mother', 'father', 'teachers', 'rememberi', 'first', 'raj']"
ham,"['somewheresomeone cares enough tosend', 'warm morning greeting', 'lifeis waking', 'daywith thoughts', 'one', 'joys']"
ham,"['second half', 'get', 'message']"
ham,"['u wan 2 meet', 'wat time', 'later']"
ham,"['thank', 'much', 'selflessness', 'love', 'plenty']"
ham,"['film ill call', 'later']"
ham,"['dare', 'change', 'ring']"
ham,"['bad girl', 'lady']"
ham,"['money better babe', 'gary would freak', 'love ya', 'try', 'budget', 'knew']"
ham,"['part', 'initiate', 'understand']"
ham,"['u wake', 'lunch already', 'already', 'finished']"
ham,"['still', 'game']"
ham,"['got tallent', 'wasting']"
ham,"['one night', 'record']"
ham,"['usc payment portal', 'also sir', 'another message', 'back home', 'great weekend', 'sent', 'email', 'log', 'send', 'explain', 'things']"
ham,"['know cos comes bak', 'gonna let', 'holiday', 'day', 'coming', 't4get2text', 'number']"
ham,"['get lor', 'jokin', 'lar', 'depends', 'phone', 'father']"
ham,"['lemme know', 'aight']"
ham,"['lt gt inches', 'get ready', 'pleasure']"
ham,"['birthday wishes', 'pls convey', 'birthday', 'pls', 'raji', 'favour', 'nimya', 'today']"
ham,"['feel like john lennon', 'ok']"
ham,"['cos darren say ì_ considering mah', 'ask ì_']"
ham,"['bothering', 'trust', 'answers', 'pls']"
ham,"['family merry x', 'happy new year', 'wishing', 'mas', 'advance']"
ham,"['frndsship never lets u dwn', 'waves came n cleared', 'r u clearing', 'following ur footprints', 'waves replied', 'one day', 'sea shore', 'beautiful footprints', 'gud nyt', 'crab asked', 'cleared', 'footprints', 'crab', 'running', 'frnd', 'fox', 'catch', 'thats']"
ham,"['aight', 'time', 'want', 'come']"
ham,"['slaaaaave', 'must', 'summon', 'time', 'wish', 'come', 'anymore']"
ham,"['å 33', 'bill', '3', '65', 'thats', 'bad']"
ham,"['age range', 'next 6hrs', '6hrs', 'let', 'know', 'changes', 'even', 'appendix', 'however', 'impossible', 'chill']"
ham,"['hello', 'yeah', 'got', 'bath', 'need', 'hair', 'come', 'done']"
ham,['weather']
ham,"['hell im gonna', 'another 3 weeks', 'cant wait', 'dunno wot', 'oh wait', 'already done', 'ok', 'much', 'though', 'h', 'friday', 'become', 'slob']"
ham,"['e toot fringe', 'die']"
ham,"['could click delete right', 'awesome phone', 'lol', 'know', 'want']"
ham,['ok']
ham,"['smiled amp answered', 'awesome question', 'cute answer', 'someone asked', 'ur life', 'boy', 'fine', 'gudnite']"
ham,"['please leave', 'topic', 'sorry', 'telling']"
ham,"['correct name da', 'pls send']"
ham,"['yo date', 'happened']"
spam,"['4 chance 2 win å 100 cash wkent 150p16', 'violet e tulip f lily txt', 'eastenders tv quiz', 'dot compare', 'e', 'f', 'flower', '84025']"
ham,"['webpage', 'available']"
ham,"['fall asleep til lt gt', 'woke', 'yeesh', 'late']"
spam,"['get tons', 'sexy babes', 'hunks straight', 'unsubscribed', 'services', 'phone', 'go', 'http', 'gotbabes', 'co', 'uk', 'subscriptions']"
ham,"['know lt gt th', 'lt gt th birthday', 'loving gopalettan', 'small gift', 'please contact', 'admin team', 'dear', 'planning', 'give', 'day', 'like', 'participate', 'welcome', 'details']"
ham,"['tomorrow onwards started ah', 'k']"
ham,"['u talking bout early morning', 'almost noon']"
ham,"['fine', 'remember']"
spam,"['u wanna chat xxsp visionsms', 'stopcost 150p 08712400603', 'com text stop', 'r u', 'hi babe', 'im home', 'text', 'jordan', 'abroad', 'lonely', 'back']"
ham,"['ok', 'many', 'buy']"
ham,"['sounds good', 'keep', 'posted']"
spam,"['brand new mobile phone', 'plus loads', 'text mat', 'get', 'agent', 'mob', 'goodies', 'info', '87021']"
ham,"['cant wait', 'ok', 'april']"
ham,"['best get yo ass', 'boy', 'quick']"
ham,"['ay wana meet', 'ì_ wkg', 'sat']"
ham,"['wait till 2', 'bus', 'pick']"
ham,"['apart', 'one', 'told', 'yesterday']"
ham,"['ok lor', 'buy wat']"
ham,"['steal ice', 'somebody', 'go', 'andros']"
ham,"['know', 'msg', 'recently']"
ham,"['take us', 'distract isaiah', 'shopping', 'mark']"
ham,"['great day', 'text meets', 'mum', 'hope', 'hoping', 'well', 'full', 'life', 'abiola']"
ham,"['sense', 'foot', 'penis']"
ham,"['okay', 'thought', 'expert']"
ham,"['net cafe yet', 'deep sigh', 'really surprised', 'miss', 'gone', 'get']"
ham,"['thinl role', 'like sachin', 'standing', 'others', 'hit']"
ham,"['great trip', 'india', 'bring', 'light', 'everyone', 'project', 'lucky', 'see', 'smile', 'bye', 'abiola']"
ham,"['importantly', 'discuss', 'u']"
ham,"['training process', 'k']"
ham,"['2 return smth u wan 2 send', 'ned 2 go toa payoh 4', 'ok lor', 'wat']"
ham,['da car park']
ham,"['wish', 'holding', 'tightly', 'making', 'see', 'important', 'much', 'mean', 'need', 'life']"
ham,"['asked', 'anthony', 'dad', 'bf']"
ham,"['nammanna pretsovru important alwa', 'wana fal', 'luv vth', 'bed fals', 'yen madodu', 'nav pretsorginta', 'gud eveb', 'wnevr', 'books']"
ham,"['today', 'sunday', 'holiday', 'work']"
ham,"['take bath ill place', 'going', 'key', 'window']"
spam,"['2 june 4 chance 2 win lotr soundtrack cds stdtxtrate', 'reply lotr', 'reply stop', 'end txts', 'lord', 'rings', 'return', 'king', 'store']"
